;_Globals::FUN_00401000;0x401000;0x17;__stdcall;;uchar;uint
;_Globals::ThrowWin32ErrorAsHRESULT;0x401020;0x1a;__stdcall;;uchar
;CMenu::CMenu_GetAppSubstruct;0x401050;0x7;__thiscall;;int;CMenu*
;_Globals::CDsString_EnsureCapacityWide;0x401060;0x90;__cdecl;;uchar;int*;size_t;void*;int
;_Globals::CIntList_BinarySearch;0x4010f0;0x9e;__thiscall;;int;void*;int*;uchar*;int
;CDSFileStream::CDSFileStream_AdjustOffsetDtor;0x401690;0x8;__thiscall;;uchar;CDSFileStream*;uchar
;CDSFileStream::CDSFileStream_ScalarDeletingDtor_thunk;0x4016a0;0x8;__thiscall;;uchar;CDSFileStream*;uchar
;CDSFileStream::ScalarDeletingDtor;0x4016b0;0x8;__thiscall;;uchar;CDSFileStream*;uchar
;CDSFileStream::CDSFileStream_dtor;0x4016c0;0x7b;__fastcall;;uchar;uint*
;CDSFileStream::GetStreamName;0x401740;0x26;__thiscall;;uint*;CDSFileStream*;uint*
;CDSFileStream::CDSFileStream_ScalarDeletingDtor;0x401770;0x1e;__thiscall;;uchar;CDSFileStream*;uchar
;CBulanci::CDSStreamStorage_ctor;0x401790;0xb1;__thiscall;;uchar;CBulanci*;int*
;CDSStreamStorage::CDSStreamStorage_GetTypeInfo;0x401850;0x6;__stdcall;;uchar*
;CDSStreamStorage::CDSStreamStorage_CloseStream;0x401860;0x8;__thiscall;;uchar;CDSStreamStorage*;uint
;CDSStreamStorage::CDSStreamStorage_ScalarDeletingDtor;0x401870;0x1e;__thiscall;;CDSStreamStorage*;CDSStreamStorage*;uchar
;CDSStreamStorage::CDSStreamStorage_ScalarDeletingDtor;0x401890;0x8;__thiscall;;uchar;CDSStreamStorage*;uchar
;CDSStreamStorage::CDSStreamStorage_ScalarDeletingDtor_thunk_Sub8;0x4018a0;0x8;__thiscall;;uchar;CDSStreamStorage*;uchar
;CDSStreamStorage::CDSStreamStorage_GetClassTable;0x4018b0;0x6;__stdcall;;uchar*
;CDSStreamStorage::CDSStreamStorage_ReleaseRefcount;0x4018c0;0x29;__fastcall;;uchar;int
;CDSStreamStorage::CDSStreamStorage_DtorBody;0x4018f0;0x8;__fastcall;;uchar;int
;CDSStreamStorage::CDSStreamStorage_ReleaseChild_thunk_Sub8;0x401900;0x8;__fastcall;;uchar;int
;_Globals::CWindow_dtor;0x401910;0x5e;__fastcall;;uchar;uchar
;CBulanci::CBulanci_SetCmdLine;0x401970;0x92;__fastcall;;void;CBulanci*
;_Globals::CAdvertising_dtor;0x401a10;0x5a;__fastcall;;uchar;uchar
;_Globals::FUN_00401a70;0x401a70;0x7f;__stdcall;;int;int*
;CMenu::CMenu_OnSubScreenBack;0x401af0;0x80;__fastcall;;void;CBulanci*
;CMenu::Catch@00401b70;0x401b70;0x41;__stdcall;;uchar*
;CMenu::CMenu_HideAllButtons;0x401bb4;0x1f;__stdcall;;uchar
;CBulanci::CBulanci_StartGameAndShowPostMatchScore;0x401be0;0x50;__fastcall;;void;CBulanci*
;CBulanci::Catch@00401c30;0x401c30;0x1b;__stdcall;;uchar*
;CBulanci::CBulanci_ShowPostMatchScoreModal;0x401c59;0x9b;__stdcall;;bool
;CGame::CGame_InitWidePathFromMbcs;0x401d00;0x21;__thiscall;;CGame*;CGame*;LPCSTR
;_Globals::CIntList_EnsureCapacity;0x401d30;0x3b;__thiscall;;uchar;void*;uint
;_Globals::FUN_00401d70;0x401d70;0x8;__fastcall;;uchar;CDSAudioBank*
;CBulanci::CBulanci_OpenPackStream;0x401d80;0x3cf;__stdcall;;uchar;int;int
;_Globals::Catch@00401fc3;0x401fc3;0x27;__stdcall;;uchar*
;CBulanci::Catch@0040214f;0x40214f;0x27;__stdcall;;uint
;CBulanci::CBulanci_InitResourceBank;0x402180;0x105;__fastcall;;void;CBulanci*
;_Globals::CDSApp_ShowSetupDialog;0x402290;0x126;__thiscall;;uchar;void*;int
;CBulanci::CBulanci_OnEvent_MenuStateMachine;0x402490;0x1ef;__thiscall;;uchar;CBulanci*;ushort;uint
;_Globals::WinMain;0x402680;0x64;__stdcall;;int;HINSTANCE;HINSTANCE;LPSTR;int
;CBulanci::CBulanci_ctor;0x4026f0;0x138;__fastcall;;uchar;uchar
;CBulanci::CBulanci_GetAppDescriptor;0x402830;0x6;__stdcall;;uchar*
;CBulanci::CBulanci_GetDataKindStubZero;0x402840;0x9;__fastcall;;uint;int
;CBulanci::CBulanci_DtorScalar_thunk_Sub4;0x402850;0x8;__thiscall;;uchar;CBulanci*;uchar
;CBulanci::CBulanci_DtorScalar_thunk_Sub10;0x402860;0x8;__thiscall;;uchar;CBulanci*;uchar
;CBulanci::CBulanci_DtorScalar_thunk_Sub18;0x402870;0x8;__thiscall;;uchar;CBulanci*;uchar
;CBulanci::CBulanci_GetClassTable;0x402880;0x6;__stdcall;;uchar*
;CBulanci::CDSReferenced_GetTypeInfo_Base;0x402890;0x6;__stdcall;;uchar*
;CBulanci::CDSView_HitTest;0x4028a0;0x2a;__thiscall;;uint;CBulanci*;int*
;CBulanci::FUN_004028d0;0x4028d0;0xbc;__fastcall;;uchar;uint*
;CBulanci::CBulanci_BuildBitmapCache;0x402990;0xfe;__thiscall;;CDSAudioBank*;CBulanci*;int;int;int*
;_Globals::CBulanci_CreateObject;0x402a90;0x67;__stdcall;;uchar
;CBulanci::CBulanci_DtorScalar;0x402b00;0x1e;__thiscall;;uchar;CBulanci*;uchar
;CBulanci::CBulanci_OnCreate;0x402b20;0x9c;__fastcall;;uchar;uchar
;CBulanci::FUN_00402bc0;0x402bc0;0x6d;__thiscall;;uchar;CBulanci*;CDSAudioBank*
;CBulanci::CBulanci_dtor;0x402c30;0x1b3;__fastcall;;uchar;uchar
;CBulanci::CBulanci_ChainDtorBody;0x402df0;0x8;__fastcall;;uchar;int
;CBulanci::CBulanci_ReferencedDtorBody;0x402e00;0x8;__fastcall;;uchar;int
;CBulanci::CBulanci_EventHandlerDtorBody;0x402e10;0x8;__fastcall;;uchar;int
;_Globals::CScroller_DtorCommon;0x402e20;0x5a;__fastcall;;uchar;uchar
;CScrollBar::CScrollBar_BlitVerticalTrack;0x402e80;0x55;__cdecl;;uchar;CPoemScroller*;int;int;int;int
;CScrollBar::CScrollBar_BlitHorizontalTrack;0x402ee0;0x55;__cdecl;;uchar;CPoemScroller*;int;int;int;int
;_Globals::WidgetStateFlags_ToTintColor;0x402f40;0x20;__cdecl;;int;ushort
;CScrollBar::CScrollBar_OnMouseMove;0x402f60;0x49;__fastcall;;void;uchar
;CRadio::CRadio_OnMouseDown;0x402fb0;0x59;__thiscall;;void;CRadio*;uint;short
;CRadio::CRadio_GetDataSize;0x403010;0x6;__stdcall;;uint
;CRadio::CRadio_Invalidate;0x403020;0x12;__fastcall;;uchar;int*
;CStaticText::CStaticText_SetStyle;0x403040;0x23;__thiscall;;uchar;CStaticText*;void*;int
;CIcon::CIcon_OnMouseDown;0x403070;0x28;__thiscall;;uchar;CIcon*;uint;short
;CIcon::CIcon_Invalidate;0x4030a0;0xe;__fastcall;;uchar;int*
;CButton::CButton_PlayClickSound;0x4030b0;0x2a;__fastcall;;uchar;int
;CButton::CButton_OnMouseDown;0x4030e0;0x3a;__thiscall;;uchar;CButton*;uint;short
;CScroller::CScroller_IDSUpdated_ArmSlot;0x403120;0x26;__fastcall;;uchar;void*
;CEdit::CEdit_GetTextLength;0x403150;0x1c;__fastcall;;uchar;int
;CEdit::CEdit_SaveData;0x403170;0x13;__thiscall;;uchar;CEdit*;void*
;CEdit::CEdit_GetDataSize;0x403190;0x6;__stdcall;;uint
;CNumEdit::CNumEdit_GetValue;0x4031a0;0xf;__thiscall;;uchar;CNumEdit*;uint*
;_Globals::CDsString_EnsureCapacityAnsi;0x4031b0;0x90;__cdecl;;uchar;int*;size_t;void*;int
;_Globals::FUN_00403240;0x403240;0x52;__cdecl;;uchar;uint*;uint*;int
;CPoemScroller::DeletingDestructorThunk_18;0x4032a0;0x18;__fastcall;;uint;int*
;CDSChained::CDSChained_GetTypeInfo;0x4032c0;0x6;__stdcall;;uchar*
;CDSChained::CDSChained_ctor;0x4032d0;0xba;__fastcall;;uint*;uint*
;CDSView::CDSView_GetClassTable;0x403390;0x6;__stdcall;;uchar*
;CDSApp::CDSView_GetDataKindStubZero;0x4033a0;0x5;__thiscall;;uint;CDSApp*;int
;CGaming::CGaming_IsSchedulerSlotActive;0x4033b0;0x1b;__thiscall;;bool;CGaming*;uint
;CScroller::CScroller_ctor;0x4033d0;0x99;__fastcall;;uchar;uchar
;CScroller::CScroller_GetClassTable;0x403470;0x6;__stdcall;;uchar*
;CScroller::CScroller_ScalarDeletingDtor_thunk;0x403480;0x8;__thiscall;;uchar;CScroller*;uchar
;CScroller::CScroller_ScalarDeletingDtor_thunk_Sub68;0x403490;0x8;__thiscall;;uchar;CScroller*;uchar
;CDSView::CDSObject_ReleaseViaVtable_ThisMinus0x10;0x4034a0;0x8;__fastcall;;uchar;int
;CScroller::CScroller_ScalarDeletingDtor_thunk;0x4034b0;0x8;__thiscall;;uchar;CScroller*;uchar
;CScroller::CScroller_ScalarDeletingDtor_thunk_Sub18;0x4034c0;0x8;__thiscall;;uchar;CScroller*;uchar
;CScroller::CScroller_GetTypeInfo;0x4034d0;0x6;__stdcall;;uchar*
;CScroller::CScroller_ScalarDeletingDtor;0x4034e0;0x1e;__thiscall;;uchar;CScroller*;uchar
;CItemInfo::CItemInfo_GetTypeInfo;0x403500;0x6;__stdcall;;uchar*
;CDSObject::CDSObject_AssignIDSReferencedVftable;0x403510;0x7;__fastcall;;uchar;uint*
;CBlackView::GetClassTable;0x403520;0x6;__stdcall;;uchar*
;CScrollBar::CScrollBar_Render;0x403530;0x330;__fastcall;;void;uchar
;CScrollBar::CScrollBar_HitTest;0x403860;0x11c;__thiscall;;undefined8;CScrollBar*;int*
;CScrollBar::CScrollBar_OnKeyDown;0x403980;0xdd;__thiscall;;uchar;CScrollBar*;int*
;CScrollBar::CScrollBar_OnTimerTick;0x403a80;0x33;__fastcall;;void;uchar
;CRadio::CRadio_Render;0x403ac0;0x1f6;__fastcall;;void;CRadio*
;CRadio::CRadio_SetSelected;0x403cc0;0x44;__thiscall;;void;CRadio*;uchar
;CRadio::CRadio_LoadData;0x403d10;0x10;__thiscall;;uchar;CRadio*;uchar
;CStartGame1::CRadio::SetItemDisabled;0x403d20;0x32;__thiscall;;uchar;CStartGame1*;int;char
;CWindow::CWindow_OnKeyDownTabEscEnter;0x403d60;0xd1;__thiscall;;uint;CWindow*;char;char
;CIcon::CIcon_Render;0x403e40;0x56;__fastcall;;void;uchar
;CIcon::CIcon_OnMouseUp;0x403ea0;0x80;__thiscall;;uchar;CIcon*;uint;uchar
;CButton::CButton_OnMouseUp;0x403f20;0x6a;__thiscall;;uchar;CButton*;uint;uchar
;CButton::CButton_OnKeyDown;0x403f90;0x9b;__thiscall;;uint;CButton*;uchar;char
;CButton::CButton_OnFocusReceived;0x404060;0x59;__thiscall;;uchar;CButton*;short
;CScroller::FUN_004040c0;0x4040c0;0x36;__fastcall;;uchar;int
;_Globals::CListViewer_GetVerticalScrollbarHeight;0x404100;0x10;__fastcall;;int;int
;CScroller::FUN_00404110;0x404110;0x65;__thiscall;;uchar;CScroller*;short;int
;CListViewer::FUN_00404180;0x404180;0x55;__thiscall;;uchar;CListViewer*;int*
;CListViewer::CListViewer_GetContentAreaSize;0x4041e0;0x52;__thiscall;;uchar;CListViewer*;int*
;CListViewer::FUN_00404240;0x404240;0x49;__thiscall;;uchar;CListViewer*;int*
;CListViewer::FUN_00404290;0x404290;0x88;__thiscall;;uchar;CListViewer*;int;int*
;_Globals::CListViewer_ScrollToItem;0x404320;0x6a;__thiscall;;uchar;void*;int
;_Globals::CListViewer_UpdateContentSize;0x404390;0x153;__thiscall;;uchar;void*;int*
;CListViewer::FUN_004044f0;0x4044f0;0x34;__thiscall;;uchar;CListViewer*;int*;int*
;CEdit::CEdit_MeasureCharWidth;0x404530;0x1b;__thiscall;;uchar;CEdit*;uchar
;CNumEdit::CNumEdit_ValidateRange;0x404550;0x37;__thiscall;;uint;CNumEdit*;short
;CBlackView::OnDraw;0x404590;0x36;__fastcall;;void;CBlackView*
;_Globals::FUN_004045d0;0x4045d0;0x11;__fastcall;;uchar;uint*
;_Globals::FUN_004045f0;0x4045f0;0xc2;__thiscall;;uchar;void*;LPCWSTR;UINT
;_Globals::CDynPtrArray_RemoveRange;0x4046c0;0x35;__thiscall;;uchar;void*;int;int
;_Globals::CDSRect_Assign;0x404700;0x2c;__thiscall;;uchar;void*;uint*
;_Globals::CDSRect_Overlaps;0x404730;0x5f;__thiscall;;uint;void*;int*
;CScrollBar::CScrollBar_ctor;0x404790;0xa8;__fastcall;;uchar;uchar
;CScrollBar::CScrollBar_GetTypeDescriptor;0x404840;0x6;__stdcall;;uchar*
;CScrollBar::CScrollBar_AdjustorThunk04_Dtor;0x404850;0x8;__thiscall;;uchar;CScrollBar*;uchar
;CScrollBar::CScrollBar_AdjustorThunk10_Dtor;0x404860;0x8;__thiscall;;uchar;CScrollBar*;uchar
;CScrollBar::CScrollBar_AdjustorThunk18_Dtor;0x404870;0x8;__thiscall;;uchar;CScrollBar*;uchar
;CScrollBar::CScrollBar_AdjustorThunk68_Dtor;0x404880;0x8;__thiscall;;uchar;CScrollBar*;uchar
;_Globals::FUN_00404890;0x404890;0x79;__fastcall;;uchar;uchar
;CStaticText::CStaticText_ctor;0x404910;0x53;__fastcall;;CStaticText*;CStaticText*
;CStaticText::CStaticText_GetTypeDescriptor;0x404970;0x6;__stdcall;;uchar*
;CStaticText::CStaticText_AdjustorThunk04_Dtor;0x404980;0x8;__thiscall;;uchar;CStaticText*;uchar
;CStaticText::CStaticText_AdjustorThunk10_Dtor;0x404990;0x8;__thiscall;;uchar;CStaticText*;uchar
;CStaticText::CStaticText_AdjustorThunk18_Dtor;0x4049a0;0x8;__thiscall;;uchar;CStaticText*;uchar
;CWindow::CWindow_GetTypeDescriptor;0x4049b0;0x6;__stdcall;;uchar*
;CBulanci::CDSChain_AdjustThisOffset_ThisMinus0xc;0x4049c0;0x8;__fastcall;;uchar;int
;CBulanci::CDSChain_AdjustThisOffset_ThisMinus14;0x4049d0;0x8;__fastcall;;uchar;int
;CIcon::CIcon_ctor;0x4049e0;0x7a;__fastcall;;CIcon*;CIcon*
;CIcon::CIcon_GetTypeDescriptor;0x404a60;0x6;__stdcall;;uchar*
;CIcon::CIcon_AdjustorThunk04_Dtor;0x404a70;0x8;__thiscall;;uchar;CIcon*;uchar
;CIcon::CIcon_AdjustorThunk10_Dtor;0x404a80;0x8;__thiscall;;uchar;CIcon*;uchar
;CIcon::CIcon_AdjustorThunk18_Dtor;0x404a90;0x8;__thiscall;;uchar;CIcon*;uchar
;CIcon::CIcon_dtor;0x404aa0;0x62;__fastcall;;void;CIcon*
;CButton::CButton_ctor;0x404b10;0x8c;__fastcall;;CButton*;CButton*
;CButton::CButton_GetTypeDescriptor;0x404ba0;0x6;__stdcall;;uchar*
;CButton::CButton_AdjustorThunk04_Dtor;0x404bb0;0x8;__thiscall;;uchar;CButton*;uchar
;CButton::CButton_AdjustorThunk10_Dtor;0x404bc0;0x8;__thiscall;;uchar;CButton*;uchar
;CButton::CButton_AdjustorThunk18_Dtor;0x404bd0;0x8;__thiscall;;uchar;CButton*;uchar
;_Globals::CreateObject;0x404be0;0x67;__stdcall;;uint*
;CListBoxItem::CListBoxItem_GetTypeInfo;0x404c70;0x6;__stdcall;;uchar*
;CChatList::FUN_00404c80;0x404c80;0x26;__thiscall;;uint*;CChatList*;uint*
;CListBoxItem::CListBoxItem_dtor;0x404cb0;0x56;__fastcall;;uchar;uint*
;CEdit::CEdit_ctor;0x404d10;0xa5;__fastcall;;uchar;uchar
;CEdit::CEdit_GetTypeDescriptor;0x404dc0;0x6;__stdcall;;uchar*
;CEdit::CEdit_AdjustorThunk04_Dtor;0x404dd0;0x8;__thiscall;;uchar;CEdit*;uchar
;CScroller::CDSChain_AdjustThisOffset;0x404de0;0x8;__fastcall;;uchar;int
;CEdit::CEdit_AdjustorThunk10_Dtor;0x404df0;0x8;__thiscall;;uchar;CEdit*;uchar
;CBlackView::CreateObject;0x404e00;0x78;__stdcall;;uint*
;CPoemScroller::BlitStatic;0x404e80;0xec;__cdecl;;uchar;CPoemScroller*;int*;int;uint
;_Globals::CScrollBar_SetValue;0x404f70;0x65;__thiscall;;uint;void*;int
;CScrollBar::CScrollBar_dtor;0x404fe0;0x12f;__thiscall;;void;CScrollBar*;int*
;CScroller::CScroller_HandlePageKeys;0x405110;0xb8;__thiscall;;uint;CScroller*;char
;_Globals::CScrollBar_SetScrollRange;0x4051d0;0x6e;__thiscall;;uchar;void*;int;int
;CRadio::CRadio_OnMouseUp;0x405240;0x3f;__thiscall;;uchar;CRadio*;uint;uchar
;_Globals::FUN_00405280;0x405280;0x53;__thiscall;;int;void*;int*
;CStaticText::CStaticText_dtor;0x4052e0;0x90;__fastcall;;uchar;uchar
;_Globals::FUN_00405370;0x405370;0xca;__fastcall;;uchar;int*
;CStartGame2::FUN_00405440;0x405440;0x81;__thiscall;;uchar;CStartGame2*;uint;uint
;CStaticText::CStaticText_Render;0x4054d0;0x83;__fastcall;;void;CStaticText*
;CWindow::CWindow_BuildAt;0x405560;0x5e;__thiscall;;CWindow*;CWindow*;int;int;int;int;uchar
;CWindow::CWindow_Render;0x4055c0;0x3a;__fastcall;;void;CWindow*
;CButton::CButton_dtor;0x405600;0xa7;__fastcall;;void;uchar
;CButton::CButton_Render;0x4056b0;0x103;__fastcall;;void;uchar
;CScroller::CScroller_Render;0x4057c0;0x123;__fastcall;;uchar;uchar
;CChatList::FUN_004058f0;0x4058f0;0x33;__thiscall;;uchar;CChatList*;int;int
;CScroller::CScroller_OnKeyDown;0x405930;0x3e;__thiscall;;bool;CScroller*;char
;CScroller::CScroller::UpdateScrollbars;0x405970;0x179;__thiscall;;uchar;CScroller*;int*
;CScroller::CScroller_SetRect;0x405af0;0x1c;__thiscall;;uchar;CScroller*;int*
;CChatList::CChatList_SetHorizontalExtent;0x405b10;0x20;__thiscall;;uchar;CChatList*;uint;uint
;CListViewer::CListViewer_HitTestItem;0x405b30;0x85;__thiscall;;uint;CListViewer*;int;int
;_Globals::FUN_00405bc0;0x405bc0;0x27;__thiscall;;uchar;void*;int
;_Globals::CListViewer_ClearSelectedItems;0x405bf0;0x4a;__fastcall;;uchar;void*
;_Globals::FUN_00405c40;0x405c40;0x57;__fastcall;;uchar;uchar
;CChatList::CChatList_ScrollToItem;0x405ca0;0x129;__thiscall;;uint;CChatList*;int
;CListViewer::CListViewer_OnMouseClick;0x405dd0;0x1b;__thiscall;;uchar;CListViewer*;int*
;CListViewer::CListViewer_RefreshHitTestAtScroll;0x405df0;0x14;__fastcall;;uchar;uchar
;CListViewer::CListViewer_AddItem;0x405e10;0x8e;__thiscall;;void*;CListViewer*;void*
;CChatList::RecalculateHorizontalExtent;0x405ea0;0x112;__fastcall;;uchar;CChatList*
;CListBox::CListBox::CListBox_RenderItem;0x405fc0;0x8d;__thiscall;;uchar;CListBox*;int*;int
;CEdit::CEdit_dtor;0x406050;0xac;__fastcall;;void;uchar
;CEdit::CEdit_Render;0x406100;0x125;__fastcall;;void;CDSView*
;CEdit::CEdit_OnTimerTick;0x406230;0x31;__stdcall;;uchar;uchar;uchar
;CEdit::CEdit_SetText;0x406270;0x15;__stdcall;;uint;int
;CNumEdit::CNumEdit_OnTextChanged;0x406290;0x67;__thiscall;;uint;CNumEdit*;int
;_Globals::CDynPtrArray_RemovePointer;0x406300;0x32;__thiscall;;uchar;void*;int;uchar*
;CDSAudioBank::CDSAudioBank_ResizeSlots;0x406340;0x4f;__thiscall;;uchar;CDSAudioBank*;int
;CEdit::CEdit_InsertTextAt;0x406390;0x2e;__thiscall;;uchar;CEdit*;int*;size_t;int*
;_Globals::CreateObject;0x4063c0;0x67;__stdcall;;uint*
;CScrollBar::CScrollBar_vDtor;0x406430;0x1e;__thiscall;;uchar;CScrollBar*;uchar
;_Globals::CreateObject;0x406450;0x67;__stdcall;;uint*
;CStaticText::CStaticText_vDtor;0x4064c0;0x1e;__thiscall;;uchar;CStaticText*;uchar
;CWindow::CWindow_dtor;0x4064e0;0x8d;__stdcall;;uint*
;_Globals::CreateObject;0x406570;0x64;__stdcall;;uint*
;CIcon::CIcon_vDtor;0x4065e0;0x1e;__thiscall;;uchar;CIcon*;uchar
;_Globals::CreateObject;0x406600;0x67;__stdcall;;uint*
;CButton::CButton_vDtor;0x406670;0x1e;__thiscall;;uchar;CButton*;uchar
;CListBoxItem::CListBoxItem_ScalarDeletingDtor;0x4066c0;0x1e;__thiscall;;CListBoxItem*;CListBoxItem*;uchar
;_Globals::CreateObject;0x4066e0;0x67;__stdcall;;uint*
;CNumEdit::CNumEdit_GetTypeDescriptor;0x406750;0x6;__stdcall;;uchar*
;CEdit::CEdit_AdjustorThunk18_Dtor;0x406760;0x8;__thiscall;;uchar;CEdit*;uchar
;CScrollBar::CScrollBar_Invalidate;0x406770;0x50;__fastcall;;void;CDSUpdatedItem*
;_Globals::CScrollBar_NudgeOnArrowHold;0x4067c0;0x42;__thiscall;;uchar;void*;char
;_Globals::CScrollBar_SetDragMode;0x406810;0x183;__thiscall;;uchar;void*;uint;uint*
;CScroller::FUN_004069b0;0x4069b0;0x61;__thiscall;;uchar;CScroller*;char
;_Globals::CRadio_OnMouseMove;0x406a20;0x26;__thiscall;;uchar;void*;int*
;CStaticText::CStaticText_BuildAtAuto;0x406a50;0x14a;__thiscall;;uchar;CStaticText*;int;uint;uint;uint;uint
;CStaticText::CStaticText_BuildAt;0x406ba0;0x11d;__thiscall;;CStaticText*;CStaticText*;uint;uint;int;uint;uint;uint;uint;uint
;CScroller::CScroller_OnKeyUp;0x406cc0;0x3e;__thiscall;;bool;CScroller*;char
;CListViewer::CListViewer_RenderItems;0x406d00;0x1b0;__thiscall;;uchar;CListViewer*;int*
;CEdit::CEdit_LayoutToCaret;0x406eb0;0x170;__thiscall;;uint;CEdit*;uint
;_Globals::FUN_00407020;0x407020;0x17;__fastcall;;uchar;uchar
;CEdit::CEdit_OnFocusEvent;0x407040;0x7d;__thiscall;;void;CEdit*;short;CEdit*
;_Globals::CEdit_SubmitText;0x4070c0;0x158;__thiscall;;uint;void*;LPCWSTR;char
;CNumEdit::CNumEdit_OnFocusOut;0x407220;0x8d;__fastcall;;uchar;void*
;_Globals::CIntList_InsertAt;0x4072b0;0x42;__thiscall;;int;void*;uint;int
;CRadio::CRadio_ctor;0x407300;0x9f;__fastcall;;uchar;uchar
;CRadio::CRadio_GetTypeDescriptor;0x4073a0;0x6;__stdcall;;uchar*
;CRadio::CRadio_AdjustorThunk04_Dtor;0x4073b0;0x8;__thiscall;;uchar;CRadio*;uchar
;CRadio::CRadio_AdjustorThunk10_Dtor;0x4073c0;0x8;__thiscall;;uchar;CRadio*;uchar
;CRadio::CRadio_AdjustorThunk18_Dtor;0x4073d0;0x8;__thiscall;;uchar;CRadio*;uchar
;CNumEdit::CNumEdit_Allocate;0x4073e0;0x7b;__stdcall;;uint*
;CScrollBar::CScrollBar_OnMouseDown;0x407460;0x5a;__thiscall;;uchar;CScrollBar*;int*;short
;CScrollBar::CScrollBar_OnMouseUp;0x4074c0;0x3b;__thiscall;;uchar;CScrollBar*;uint;uchar
;CRadio::CRadio_dtor;0x407500;0xea;__fastcall;;void;uchar
;_Globals::FUN_004075f0;0x4075f0;0x107;__thiscall;;uchar;void*;LPCWSTR;uint
;_Globals::CListViewer_InsertItemAt;0x407710;0x4f;__thiscall;;uchar;void*;uint;int
;CEdit::CEdit_BuildAt;0x407760;0x18d;__thiscall;;uchar;CEdit*;uint;uint;uint;uint;uint;uint;uint;uint
;CEdit::CEdit_OnKeyDown;0x4078f0;0x206;__thiscall;;char;CEdit*;uchar*;uchar*
;CEdit::CEdit_OnChar;0x407b40;0x1da;__thiscall;;uchar;CEdit*;uchar
;CEdit::CEdit_LoadData;0x407d20;0x29;__thiscall;;uchar;CEdit*;uint*
;CStartGame2::CNumEdit_BuildAt;0x407d50;0x87;__thiscall;;uchar;CStartGame2*;uint;uint;uint;uint;uint;uint;uint;uint
;CNumEdit::CNumEdit_AdjustorThunk04_Dtor;0x407de0;0x1c;__thiscall;;uchar;CNumEdit*;uchar
;CNumEdit::CNumEdit_vDtor;0x407e00;0xf;__fastcall;;uchar;void*
;_Globals::FUN_00407e10;0x407e10;0xf;__fastcall;;uchar;CDSAudioBank*
;_Globals::CIntListInsertSortedOrAppend;0x407e20;0x9e;__thiscall;;int;void*;int;uchar*;int
;_Globals::CreateObject;0x407ec0;0x67;__stdcall;;uint*
